ID,Name,Address,Featured image,Bing Maps URL,Latitude,Longitude,Rating,Rating Info,Category,Open Hours,Website,Phone,Emails,Social Medias,Facebook,Instagram,Twitter
ypid:YN4070x10753214352766596423,Stanza Living Tyler House | Unisex PG in Kelambakkam,"1/364, OMR, Padur, Kanchipuram, Chennai, Tamil Nadu 603103",https://www.bing.com/th?id=OLC.ugw9dC6KPhq16g480x360&pid=Local,https://www.bing.com/maps?cp=12.802522659301758%7E80.22357940673828&lvl=17.0&q=Stanza%20Living%20Tyler%20House%20%7C%20Unisex%20PG%20in%20Kelambakkam%20%2C%201%2F364%2C%20OMR%2C%20Padur%2C%20Kanchipuram%2C%20Chennai%2C%20Tamil%20Nadu%20603103,12.802522659301758,80.22357940673828,,,Hotel,,https://www.stanzaliving.com/chennai/pg-in-old-mahabalipuram-road/co_ed/tyler-house,080 4600 7454,"grievances@stanzaliving.com,operations@stanzaliving.com,ping@stanzaliving.com,jane.doe@stanzaliving.com,sxxx@stanzaliving.com,name@stanzaliving.com,name@gmail.com,First.Last@stanzaliving.com",,,,
ypid:YN4070x1349903092391022669,Feel At Home Thoraipakkam Ladies Hostel - Womens PG in Chennai OMR,"Gangai Amman Kovil Street, Near Hotel Geetham, Thoraipakkam, Tamil Nadu 600097",https://www.bing.com/th?id=OLC.Hw0Pqtt5imArBQ480x360&pid=Local,https://www.bing.com/maps?cp=12.945302963256836%7E80.23793029785156&lvl=17.0&q=Feel%20At%20Home%20Thoraipakkam%20Ladies%20Hostel%20-%20Womens%20PG%20in%20Chennai%20OMR%20%2C%20Gangai%20Amman%20Kovil%20Street%2C%20Near%20Hotel%20Geetham%2C%20Thoraipakkam%2C%20Tamil%20Nadu%20600097,12.945302963256836,80.23793029785156,,,Hotel,,https://www.hostelforladies.com/,099620 70699,feelathomeladieshostel@gmail.com,,,,
ypid:YN4070x8525662838446839292,Hotel Ippoh Inn Thoraipakkam,"156, 2nd Street, Near Akdr Signal, Chennai (Madras) 600097",https://www.bing.com/th?id=OLC.zmIcrCyB/mUKxg480x360&pid=Local,https://www.bing.com/maps?cp=12.935052871704102%7E80.23473358154297&lvl=17.0&q=Hotel%20Ippoh%20Inn%20Thoraipakkam%20%2C%20156%2C%202nd%20Street%2C%20Near%20Akdr%20Signal%2C%20Chennai%20(Madras)%20600097,12.935052871704102,80.23473358154297,3.5,Goibibo (8),Hotel,,,070107 07565,,,,,
ypid:YN4070x2050274668710910479,Hotel O Yazhini Inn,"13, South Street, Omr, Navalur, Chennai (Madras) 603103",,https://www.bing.com/maps?cp=12.851591110229492%7E80.22535705566406&lvl=17.0&q=Hotel%20O%20Yazhini%20Inn%20%2C%2013%2C%20South%20Street%2C%20Omr%2C%20Navalur%2C%20Chennai%20(Madras)%20603103,12.851591110229492,80.22535705566406,2,Agoda (13),Hotel,,https://www.oyorooms.com/255928/,0124 620 1615,"guestsupport.na@oyorooms.com,bookings@oyorooms.com,escalations@oyorooms.com,Chenghphuke@gmail.com","{""linkedin"":""https://www.linkedin.com/company/oyo-rooms/jobs/"",""facebook"":""https://www.facebook.com/oyoinusa/"",""instagram"":""https://www.instagram.com/oyo.usa/"",""twitter"":""https://twitter.com/oyoamerica"",""youtube"":""https://www.youtube.com/channel/uc3x8hra3zryxa9azilpx7aq/featured?view_as=subscriber/"",""pinterest"":""https://www.pinterest.com/oyorooms/""}",https://www.facebook.com/oyoinusa/,https://www.instagram.com/oyo.usa/,https://twitter.com/oyoamerica
ypid:YN4070x2880463123989611185,"Feel at Home Ladies Hostel – OMR, Perungudi","32, Rajiv Gandhi Salai, Seevaram, Perungudi, Chennai, Tamil Nadu 600096",https://www.bing.com/th?id=OLC.P7BwLNFSS6W67Q480x360&pid=Local,https://www.bing.com/maps?cp=12.952841758728027%7E80.24226379394531&lvl=17.0&q=Feel%20at%20Home%20Ladies%20Hostel%20%E2%80%93%20OMR%2C%20Perungudi%20%2C%2032%2C%20Rajiv%20Gandhi%20Salai%2C%20Seevaram%2C%20Perungudi%2C%20Chennai%2C%20Tamil%20Nadu%20600096,12.952841758728027,80.24226379394531,,,Hotel,,https://www.hostelforladies.com/,099620 70699,"feelathomeladieshostel@gmail.com,CONTATO@PERFUMEMOTEL.COM.BR",,,,
ypid:YN4070x8513513579983493150,Lotus P.G Services.Guest Accommodation,"H.N.79, 11th Cross, Village High Road, Opp Accenture, Sholinganallur, OMR, Chennai, Tamil Nadu 600119",,https://www.bing.com/maps?cp=12.88302993774414%7E80.22875213623047&lvl=17.0&q=Lotus%20P.G%20Services.Guest%20Accommodation%20%2C%20H.N.79%2C%2011th%20Cross%2C%20Village%20High%20Road%2C%20Opp%20Accenture%2C%20Sholinganallur%2C%20OMR%2C%20Chennai%2C%20Tamil%20Nadu%20600119,12.88302993774414,80.22875213623047,,,Hotel,,https://www.facebook.com/lotuspgservice/,090945 25345,,,,,
ypid:YN4070x1815350234868933265,Coastal Grand Hotels&Resorts OMR Chennai,"No.A028, Casagrand Elan, Thalambur, Navalur, Chennai, Tamil Nadu 600130",https://www.bing.com/th?id=OLC.ijBxSlpQM94jUA480x360&pid=Local,https://www.bing.com/maps?cp=12.8480224609375%7E80.21514892578125&lvl=17.0&q=Coastal%20Grand%20Hotels%26Resorts%20OMR%20Chennai%20%2C%20No.A028%2C%20Casagrand%20Elan%2C%20Thalambur%2C%20Navalur%2C%20Chennai%2C%20Tamil%20Nadu%20600130,12.8480224609375,80.21514892578125,3,Tripadvisor (2),Hotel,,https://coastalgrandhotels.com/chennai_resorts.php,090476 28844,"reservations@coastalgrandhotels.com,bookings.coastalgrand@gmail.com","{""facebook"":""https://www.facebook.com/coastalgrandhotels"",""instagram"":""https://www.instagram.com/coastalgrandhotels/""}",https://www.facebook.com/coastalgrandhotels,https://www.instagram.com/coastalgrandhotels/,
ypid:YN4070x8325072808522860844,Venkateshwara Ladies Hostel,"Lal Bahadur Shastri Street, Chennai, Tamil Nadu 600119",,https://www.bing.com/maps?cp=12.912381172180176%7E80.22956085205078&lvl=17.0&q=Venkateshwara%20Ladies%20Hostel%20%2C%20Lal%20Bahadur%20Shastri%20Street%2C%20Chennai%2C%20Tamil%20Nadu%20600119,12.912381172180176,80.22956085205078,,,Hotel,,,080561 21580,,,,,
ypid:YN4070x17499038726265870321,Stanza Living Vitoria House | Coliving PG in Sholinganallur,"Marutham, River View Residency 2nd St, Karapakkam, Chenaai, Tamil Nadu 600097",https://www.bing.com/th?id=OLC.n+wtk/6aqxFUiw480x360&pid=Local,https://www.bing.com/maps?cp=12.918099403381348%7E80.22752380371094&lvl=17.0&q=Stanza%20Living%20Vitoria%20House%20%7C%20Coliving%20PG%20in%20Sholinganallur%20%2C%20Marutham%2C%20River%20View%20Residency%202nd%20St%2C%20Karapakkam%2C%20Chenaai%2C%20Tamil%20Nadu%20600097,12.918099403381348,80.22752380371094,,,University housing,,https://www.stanzaliving.com/chennai/pg-in-old-mahabalipuram-road/co_ed/vitoria-house,080 4600 7454,"grievances@stanzaliving.com,operations@stanzaliving.com,ping@stanzaliving.com,jane.doe@stanzaliving.com,name@stanzaliving.com,test.account@stanzaliving.com,name@gmail.com,sxxx@stanzaliving.com,First.Last@stanzaliving.com",,,,
ypid:YN4070x15044859927997579536,Shree Kumaran Hotel,"No. 5\330, Okkiyam Pettai, Rajiv Gandhi Salai, Omr, Kancheepuram, Tamil Nadu 600097",https://www.bing.com/th?id=OLC.Si8GI360Dl9gBg480x360&pid=Local,https://www.bing.com/maps?cp=12.926005363464355%7E80.2319107055664&lvl=17.0&q=Shree%20Kumaran%20Hotel%20%2C%20No.%205%5C330%2C%20Okkiyam%20Pettai%2C%20Rajiv%20Gandhi%20Salai%2C%20Omr%2C%20Kancheepuram%2C%20Tamil%20Nadu%20600097,12.926005363464355,80.2319107055664,,,Hotel,,,,,,,,
ypid:YN4070x11309727329945410047,Novotel Chennai OMR,"Rajiv Gandhi Salai | IT Expressway, Sholinganallur, Chennai, Tamil Nadu 603119",https://www.bing.com/th?id=OLC.2iontqyKHPNUCg480x360&pid=Local,https://www.bing.com/maps?cp=12.88838005065918%7E80.22753143310547&lvl=17.0&q=Novotel%20Chennai%20OMR%20%2C%20Rajiv%20Gandhi%20Salai%20%7C%20IT%20Expressway%2C%20Sholinganallur%2C%20Chennai%2C%20Tamil%20Nadu%20603119,12.88838005065918,80.22753143310547,,,Hotel,,,,h6714-re@accor.com,,,,
ypid:YN4070x614033198286499486,Aditi Womens Hostel,"146, Old Mahabalipuram Road, Egattur, Siruseri, Chennai, Tamil Nadu 600119",,https://www.bing.com/maps?cp=12.836262702941895%7E80.22772216796875&lvl=17.0&q=Aditi%20Womens%20Hostel%20%2C%20146%2C%20Old%20Mahabalipuram%20Road%2C%20Egattur%2C%20Siruseri%2C%20Chennai%2C%20Tamil%20Nadu%20600119,12.836262702941895,80.22772216796875,,,Hotel,,http://www.aditigroup.in/women/,098848 90454,info@aditigroup.in,"{""facebook"":""https://www.facebook.com/profile.php?id=100009274378554"",""twitter"":""https://twitter.com/aditiwomens""}",https://www.facebook.com/profile.php?id=100009274378554,,https://twitter.com/aditiwomens
ypid:YN4070x14282360514785584187,Novotel Chennai OMR,"It Expressway, opp. Elcot Sez, Sholinganallur, Tamil Nadu 600119",https://www.bing.com/th?id=OLC.9+LCUcMMB8YBXQ480x360&pid=Local,https://www.bing.com/maps?cp=12.905304908752441%7E80.22933959960938&lvl=17.0&q=Novotel%20Chennai%20OMR%20%2C%20It%20Expressway%2C%20opp.%20Elcot%20Sez%2C%20Sholinganallur%2C%20Tamil%20Nadu%20600119,12.905304908752441,80.22933959960938,4,Agoda (552),Hotel,,https://all.accor.com/hotel/6714/index.en.shtml,044 6644 4777,h6714-re@accor.com,"{""facebook"":""https://www.facebook.com/all/"",""instagram"":""https://www.instagram.com/all"",""twitter"":""https://twitter.com/all"",""pinterest"":""https://www.pinterest.com/all_accorlivelimitless/"",""youtube"":""https://www.youtube.com/all_accorlivelimitless"",""linkedin"":""https://www.linkedin.com/company/all-accorlivelimitless/""}",https://www.facebook.com/all/,https://www.instagram.com/all,https://twitter.com/all
ypid:YN4070x3526567485359925450,Zolo Retro,"Sholinganallur, Near Infosys and Elcot SEZ in Old Mahabalipuram Road, Chennai, Tamil Nadu 600119",https://www.bing.com/th?id=OLC.EAk/G7Qg8F/byg480x360&pid=Local,https://www.bing.com/maps?cp=12.886855125427246%7E80.22863006591797&lvl=17.0&q=Zolo%20Retro%20%2C%20Sholinganallur%2C%20Near%20Infosys%20and%20Elcot%20SEZ%20in%20Old%20Mahabalipuram%20Road%2C%20Chennai%2C%20Tamil%20Nadu%20600119,12.886855125427246,80.22863006591797,,,Hotel,,https://zolostays.com/pg-hostel-near-Sholinganallur-in-Chennai-for-men-Zolo-Retro-ZCH011?utm_source=GMBListing&utm_medium=organic,088801 08010,"ankush.r@zolostays.com,info@zolostays.com,customergrievance@zolostays.com,support@zolostays.com","{""facebook"":""https://www.facebook.com/zolostays"",""youtube"":""https://www.youtube.com/channel/uch_rdjicabtci3hojmn62xg"",""linkedin"":""https://www.linkedin.com/company/zolostays/"",""instagram"":""https://www.instagram.com/zolostays/""}",https://www.facebook.com/zolostays,https://www.instagram.com/zolostays/,
ypid:YN4070x14889832670769826185,Zolo Lake Square,"Plot No.2, Block No:3, Vendravasi Amman Koil Street, Sholinganallur, Road, Karapakkam, Chennai, Tamil Nadu 600097",https://www.bing.com/th?id=OLC.7qJ+afAxui5T6g480x360&pid=Local,https://www.bing.com/maps?cp=12.91038990020752%7E80.23516845703125&lvl=17.0&q=Zolo%20Lake%20Square%20%2C%20Plot%20No.2%2C%20Block%20No%3A3%2C%20Vendravasi%20Amman%20Koil%20Street%2C%20Sholinganallur%2C%20Road%2C%20Karapakkam%2C%20Chennai%2C%20Tamil%20Nadu%20600097,12.91038990020752,80.23516845703125,,,Hotel,,https://www.zolostays.com/pg-hostel-near-karapakkam-in-chennai-zolo_lake_square-zch017,088801 08010,"ankush.r@zolostays.com,info@zolostays.com","{""instagram"":""https://www.instagram.com/zolostays/"",""facebook"":""https://www.facebook.com/zolostays"",""youtube"":""https://www.youtube.com/channel/uch_rdjicabtci3hojmn62xg"",""linkedin"":""https://www.linkedin.com/company/zolostays/""}",https://www.facebook.com/zolostays,https://www.instagram.com/zolostays/,
ypid:YN4070x7492397998180841854,OMR Power Tools&Service,"139, Tools Shop, 1, Rajiv Gandhi Salai, Kancheepuram, Tamil Nadu 600119",https://www.bing.com/th?id=OLC.haY0BJQe5iPmoQ480x360&pid=Local,https://www.bing.com/maps?cp=12.87753963470459%7E80.2272720336914&lvl=17.0&q=OMR%20Power%20Tools%26Service%20%2C%20139%2C%20Tools%20Shop%2C%201%2C%20Rajiv%20Gandhi%20Salai%2C%20Kancheepuram%2C%20Tamil%20Nadu%20600119,12.87753963470459,80.2272720336914,,,Hotel,,,,,,,,
ypid:YN4070x11395382703064714241,Ibis Chennai OMR - An Accor Brand,"Opp. Elcot Sez, IT Expressway, Old Mahabalipuram Rd, Sholinganallur, Chennai, Tamil Nadu 600119",https://www.bing.com/th?id=OLC.2ToNXqcK84QGKw480x360&pid=Local,https://www.bing.com/maps?cp=12.905242919921875%7E80.22919464111328&lvl=17.0&q=Ibis%20Chennai%20OMR%20-%20An%20Accor%20Brand%20%2C%20Opp.%20Elcot%20Sez%2C%20IT%20Expressway%2C%20Old%20Mahabalipuram%20Rd%2C%20Sholinganallur%2C%20Chennai%2C%20Tamil%20Nadu%20600119,12.905242919921875,80.22919464111328,4,Booking.com (2396),Hotel,,,044 6644 4999,,,,,
ypid:YN4070x2027274436250767825,Sri Lakshmi Prasana Venkateshwara Pg,"No. 5, Sv, Sholinganallur, Ezhil Nagar, Sv Nataraja Naicker Street, Kancheepuram, Tamil Nadu 600119",,https://www.bing.com/maps?cp=12.900420188903809%7E80.23155975341797&lvl=17.0&q=Sri%20Lakshmi%20Prasana%20Venkateshwara%20Pg%20%2C%20No.%205%2C%20Sv%2C%20Sholinganallur%2C%20Ezhil%20Nagar%2C%20Sv%20Nataraja%20Naicker%20Street%2C%20Kancheepuram%2C%20Tamil%20Nadu%20600119,12.900420188903809,80.23155975341797,,,Hotel,,https://www.facebook.com/people/Pg-Accomodation-for-Gents-and-Ladies-in-Sholling-Nallur-chennai/100063868875464/,090032 94009,,,,,
ypid:YN4070x5487121951786237608,"Vivanta Chennai, IT Expressway","309, Old Mahabalipuram Road Shollinganur, Chennai, Tamil Nadu 600119",https://www.bing.com/th?id=OLC.xBbiwL3oz6zTAQ480x360&pid=Local,https://www.bing.com/maps?cp=12.905534744262695%7E80.22775268554688&lvl=17.0&q=Vivanta%20Chennai%2C%20IT%20Expressway%20%2C%20309%2C%20Old%20Mahabalipuram%20Road%20Shollinganur%2C%20Chennai%2C%20Tamil%20Nadu%20600119,12.905534744262695,80.22775268554688,4.5,Facebook (9),Hotel,,https://www.vivantahotels.com/en-in/hotels/vivanta-chennai,044 6680 2500,"bookvivanta.chennai@tajhotels.com,reservations.chennai@ihcltata.com",,,,
ypid:YN4070x12814284114660474264,Serene Stays,"No 3/80 omr Road, Chennai 600119",https://www.bing.com/th?id=OLC.uwyHSEjJqMe9Sg480x360&pid=Local,https://www.bing.com/maps?cp=12.874049186706543%7E80.22686004638672&lvl=17.0&q=Serene%20Stays%20%2C%20No%203%2F80%20omr%20Road%2C%20Chennai%20600119,12.874049186706543,80.22686004638672,,,Hotel,,,072000 01208,,,,,
ypid:YN4070x646401492826802513,OYO 41584 Malabar Residency,"170, Odai, Near Infosys, OMR, Sholinganallur, Chennai, Tamil Nadu 600119",https://www.bing.com/th?id=OLC.sAG5NuxXo8an+g480x360&pid=Local,https://www.bing.com/maps?cp=12.886163711547852%7E80.22698974609375&lvl=17.0&q=OYO%2041584%20Malabar%20Residency%20%2C%20170%2C%20Odai%2C%20Near%20Infosys%2C%20OMR%2C%20Sholinganallur%2C%20Chennai%2C%20Tamil%20Nadu%20600119,12.886163711547852,80.22698974609375,,,Hotel,,,0124 620 1305,,,,,
ypid:YN4070x16874344751488690284,Sri Sai Ram Ladies Hostel,"2/282, Sardar Patel Street, Near IOB Bank, Navalur, Chennai, Tamil Nadu 603103",,https://www.bing.com/maps?cp=12.845897674560547%7E80.22731018066406&lvl=17.0&q=Sri%20Sai%20Ram%20Ladies%20Hostel%20%2C%202%2F282%2C%20Sardar%20Patel%20Street%2C%20Near%20IOB%20Bank%2C%20Navalur%2C%20Chennai%2C%20Tamil%20Nadu%20603103,12.845897674560547,80.22731018066406,,,Hotel,,,094452 50477,,,,,
ypid:YN4070x2240814970760596418,O.M.R. PG Accomodation,"161, Kalaignar Karunanidhi Salai, Sholinganallur, Chennai, Tamil Nadu 600097",,https://www.bing.com/maps?cp=12.900138854980469%7E80.22881317138672&lvl=17.0&q=O.M.R.%20PG%20Accomodation%20%2C%20161%2C%20Kalaignar%20Karunanidhi%20Salai%2C%20Sholinganallur%2C%20Chennai%2C%20Tamil%20Nadu%20600097,12.900138854980469,80.22881317138672,,,Hotel,,,099520 19952,,,,,
